,YEAR,EXPERIENCE,EMPLOYMENT,TITLE,LOCATION,COMPANYSIZE,SALARY
1396,2023,Senior,Full time,Machine Learning Engineer,US,Medium,220000
1402,2023,Senior,Full time,Data Science Manager,US,Medium,231250
1403,2023,Senior,Full time,Data Science Manager,US,Medium,138750
1404,2023,Senior,Full time,Machine Learning Engineer,US,Medium,284310
1405,2023,Senior,Full time,Machine Learning Engineer,US,Medium,153090
1408,2023,Senior,Full time,Data Science Lead,US,Medium,225900
1409,2023,Senior,Full time,Data Science Lead,US,Medium,156400
1414,2023,Senior,Full time,Data Analyst,US,Medium,385000
1415,2023,Senior,Full time,Data Analyst,US,Medium,60000
1420,2023,Senior,Full time,Data Analyst,US,Medium,93919
1421,2023,Senior,Full time,Data Analyst,US,Medium,51962
1422,2023,Senior,Full time,Data Engineer,US,Medium,241871
1423,2023,Senior,Full time,Data Engineer,US,Medium,133832
1425,2023,Senior,Full time,Data Scientist,US,Medium,90000
1426,2023,Senior,Full time,Data Analyst,US,Medium,192500
1432,2023,Senior,Full time,Research Scientist,US,Medium,370000
1434,2023,Senior,Full time,Data Scientist,US,Medium,235000
1436,2023,Senior,Full time,Data Scientist,US,Medium,216100
1437,2023,Senior,Full time,Data Scientist,US,Medium,140800
1438,2023,Senior,Full time,Computer Vision Software Engineer,CA,Large,53654
1441,2023,Senior,Full time,Research Scientist,CA,Medium,248100
1442,2023,Senior,Full time,Research Scientist,CA,Medium,145900
1443,2023,Senior,Full time,Research Engineer,US,Medium,155850
1444,2023,Senior,Full time,Research Engineer,US,Medium,102544
1445,2023,Senior,Full time,Director of Data Science,CA,Medium,125686
1446,2023,Senior,Full time,Azure Data Engineer,NL,Large,100000
1449,2023,Senior,Full time,Data Scientist,GB,Medium,185000
1450,2023,Senior,Full time,Data Scientist,GB,Medium,120250
1451,2023,Senior,Full time,BI Developer,US,Medium,135000
1452,2023,Senior,Full time,BI Developer,US,Medium,100000
1463,2023,Senior,Full time,ML Engineer,US,Medium,220000
1464,2023,Senior,Full time,ML Engineer,US,Medium,150000
1467,2023,Senior,Full time,Data Analytics Manager,US,Medium,204500
1468,2023,Senior,Full time,Data Analytics Manager,US,Medium,138900
1470,2023,Senior,Full time,Data Engineer,US,Medium,107000
1482,2023,Senior,Full time,Data Engineer,US,Medium,182750
1488,2023,Senior,Full time,Applied Scientist,US,Medium,180000
1490,2023,Senior,Full time,Data Scientist,US,Medium,144000
1491,2023,Senior,Full time,Data Manager,US,Medium,199000
1492,2023,Senior,Full time,Data Manager,US,Medium,112000
1498,2023,Senior,Full time,Data Scientist,US,Medium,134000
1501,2023,Senior,Full time,Applied Scientist,US,Large,350000
1502,2023,Senior,Full time,Applied Scientist,US,Large,262500
1505,2023,Senior,Full time,Machine Learning Engineer,US,Medium,276000
1511,2023,Senior,Full time,Data Scientist,US,Medium,209450
1512,2023,Senior,Full time,Data Scientist,US,Medium,158677
1517,2023,Senior,Full time,Data Scientist,EE,Large,63312
1520,2023,Senior,Full time,Data Scientist,US,Medium,240000
1521,2023,Senior,Full time,Data Scientist,US,Medium,139000
1522,2023,Senior,Full time,Data Architect,US,Medium,174500
1523,2023,Senior,Full time,Data Architect,US,Medium,113000
1525,2023,Senior,Full time,Data Analyst,US,Medium,87000
1526,2023,Senior,Full time,Data Analyst,US,Medium,160000
1529,2023,Senior,Full time,Data Engineer,US,Medium,107250
1530,2023,Senior,Full time,Data Engineer,US,Medium,300000
1531,2023,Senior,Full time,Data Engineer,US,Medium,119000
1532,2023,Senior,Full time,Data Scientist,US,Medium,285800
1533,2023,Senior,Full time,Data Scientist,US,Medium,154600
1534,2023,Senior,Full time,Data Manager,US,Medium,168400
1536,2023,Senior,Full time,Analytics Engineer,US,Medium,200000
1538,2023,Senior,Full time,Analytics Engineer,US,Medium,231250
1539,2023,Senior,Full time,Analytics Engineer,US,Medium,138750
1540,2023,Senior,Full time,Data Engineer,CA,Medium,153000
1541,2023,Senior,Full time,Data Engineer,CA,Medium,94000
1556,2023,Senior,Full time,Data Analyst,US,Medium,141290
1557,2023,Senior,Full time,Data Analyst,US,Medium,74178
1560,2023,Senior,Full time,Data Engineer,US,Medium,85000
1564,2023,Senior,Full time,Data Engineer,US,Medium,205600
1565,2023,Senior,Full time,Data Engineer,US,Medium,107500
1573,2023,Senior,Full time,Data Scientist,US,Medium,84000
1574,2023,Senior,Full time,BI Analyst,US,Medium,125000
1575,2023,Senior,Full time,BI Analyst,US,Medium,110000
1576,2023,Senior,Full time,ML Engineer,US,Medium,200000
1577,2023,Senior,Full time,ML Engineer,US,Medium,135000
1590,2023,Senior,Full time,Computer Vision Engineer,US,Small,200000
1591,2023,Senior,Full time,Data Scientist,US,Medium,257000
1593,2023,Senior,Full time,Data Scientist,LV,Medium,77262
1594,2023,Senior,Full time,Data Scientist,LV,Medium,38631
1597,2023,Senior,Full time,BI Developer,US,Medium,140000
1598,2023,Senior,Full time,BI Developer,US,Medium,110000
1602,2023,Senior,Full time,Research Scientist,US,Medium,151800
1604,2023,Senior,Full time,Data Analyst,ES,Medium,40777
1611,2023,Senior,Full time,Data Scientist,US,Medium,130000
1616,2023,Senior,Full time,Data Analyst,US,Medium,102500
1621,2023,Senior,Full time,Data Science Consultant,US,Medium,122000
1622,2023,Senior,Full time,Data Science Consultant,US,Medium,94000
1623,2023,Senior,Full time,Data Scientist,US,Medium,220000
1624,2023,Senior,Full time,Data Scientist,US,Medium,146000
1627,2023,Senior,Full time,Data Science Consultant,US,Medium,145000
1628,2023,Senior,Full time,Data Science Consultant,US,Medium,128000
1629,2023,Senior,Full time,Data Scientist,US,Medium,182000
1631,2023,Senior,Full time,Data Engineer,US,Medium,122000
1632,2023,Senior,Full time,Data Engineer,US,Medium,94000
1633,2023,Senior,Full time,Machine Learning Engineer,LV,Medium,77262
1634,2023,Senior,Full time,Machine Learning Engineer,LV,Medium,38631
1639,2023,Senior,Full time,Data Scientist,US,Medium,168000
1641,2023,Senior,Full time,Data Scientist,US,Medium,153400
1642,2023,Senior,Full time,Data Scientist,US,Medium,122700
1649,2023,Senior,Full time,ML Engineer,US,Medium,234100
1650,2023,Senior,Full time,ML Engineer,US,Medium,203500
1651,2023,Senior,Full time,Data Scientist,US,Medium,223800
1652,2023,Senior,Full time,Data Scientist,US,Medium,172100
1655,2023,Senior,Full time,Data Engineer,US,Medium,232200
1656,2023,Senior,Full time,Data Engineer,US,Medium,167200
1657,2023,Senior,Full time,BI Developer,US,Medium,197000
1658,2023,Senior,Full time,BI Developer,US,Medium,106000
1659,2023,Senior,Full time,Research Scientist,US,Medium,180000
1660,2023,Senior,Full time,Research Scientist,US,Medium,145000
1661,2023,Senior,Full time,Data Lead,US,Medium,225000
1662,2023,Senior,Full time,Data Lead,US,Medium,200000
1664,2023,Senior,Full time,Data Engineer,US,Medium,114000
1665,2023,Senior,Full time,Data Engineer,US,Medium,291500
1667,2023,Senior,Full time,Data Scientist,US,Medium,168400
1668,2023,Senior,Full time,Data Scientist,US,Medium,105200
1669,2023,Senior,Full time,Analytics Engineer,US,Medium,207000
1670,2023,Senior,Full time,Analytics Engineer,US,Medium,167000
1671,2023,Senior,Full time,Machine Learning Engineer,US,Medium,145000
1672,2023,Senior,Full time,Machine Learning Engineer,US,Medium,135000
1676,2023,Senior,Full time,Data Engineer,US,Medium,96100
1677,2023,Senior,Full time,Data Science Engineer,US,Medium,140000
1678,2023,Senior,Full time,Data Science Engineer,US,Medium,100000
1680,2023,Senior,Full time,Research Scientist,US,Medium,120000
1681,2023,Senior,Full time,Cloud Database Engineer,US,Medium,140000
1682,2023,Senior,Full time,Cloud Database Engineer,US,Medium,115000
1683,2023,Senior,Full time,Data Science Manager,US,Medium,297300
1684,2023,Senior,Full time,Data Science Manager,US,Medium,198200
1691,2023,Senior,Full time,Applied Scientist,US,Medium,230000
1692,2023,Senior,Full time,Applied Scientist,US,Medium,196000
1696,2023,Senior,Full time,Data Engineer,US,Medium,110000
1699,2023,Senior,Full time,Applied Scientist,US,Large,126100
1700,2023,Senior,Full time,Applied Scientist,US,Large,72000
1703,2023,Senior,Full time,Data Analyst,US,Medium,240500
1704,2023,Senior,Full time,Data Analyst,US,Medium,137500
1706,2023,Senior,Full time,Research Scientist,US,Medium,165750
1707,2023,Senior,Full time,Machine Learning Scientist,US,Medium,225000
1708,2023,Senior,Full time,Machine Learning Scientist,US,Medium,165750
1711,2023,Senior,Full time,NLP Engineer,US,Medium,275000
1712,2023,Senior,Full time,NLP Engineer,US,Medium,175000
1715,2023,Senior,Full time,Data Engineer,US,Medium,175308
1716,2023,Senior,Full time,Data Engineer,US,Medium,100706
1717,2023,Senior,Full time,NLP Engineer,US,Medium,235000
1718,2023,Senior,Full time,NLP Engineer,US,Medium,135000
1719,2023,Senior,Full time,Data Engineer,US,Medium,310000
1720,2023,Senior,Full time,Data Engineer,US,Medium,229000
1721,2023,Senior,Full time,ML Engineer,US,Medium,289076
1722,2023,Senior,Full time,ML Engineer,US,Medium,202353
1723,2023,Senior,Full time,Data Engineer,PT,Medium,69751
1724,2023,Senior,Full time,Data Engineer,PT,Medium,37558
1731,2023,Senior,Full time,Data Engineer,US,Medium,231250
1732,2023,Senior,Full time,Data Engineer,US,Medium,138750
1733,2023,Senior,Full time,Data Engineer,US,Medium,199000
1734,2023,Senior,Full time,Data Engineer,US,Medium,162000
1739,2023,Senior,Full time,Research Engineer,US,Medium,150000
1740,2023,Senior,Full time,Research Engineer,US,Medium,100000
1741,2023,Senior,Full time,Data Scientist,US,Medium,272550
1749,2023,Senior,Full time,Data Engineer,US,Medium,187500
1754,2023,Senior,Full time,Data Analyst,US,Medium,64000
1755,2023,Senior,Full time,Computer Vision Engineer,US,Medium,235000
1756,2023,Senior,Full time,Computer Vision Engineer,US,Medium,185000
1759,2023,Senior,Full time,Data Scientist,CA,Medium,143100
1760,2023,Senior,Full time,Data Scientist,CA,Medium,113000
1762,2023,Senior,Full time,Applied Scientist,US,Medium,142000
1767,2023,Senior,Full time,Data Scientist,US,Medium,180560
1768,2023,Senior,Full time,Data Scientist,US,Medium,115440
1771,2023,Senior,Full time,Research Scientist,US,Medium,248100
1772,2023,Senior,Full time,Research Scientist,US,Medium,145900
1774,2023,Senior,Full time,Data Scientist,CA,Medium,110000
1782,2023,Senior,Full time,Data Architect,US,Medium,110000
1785,2023,Senior,Full time,Data Engineer,US,Medium,236000
1786,2023,Senior,Full time,Data Engineer,US,Medium,182000
1787,2023,Senior,Full time,Machine Learning Engineer,US,Large,261500
1788,2023,Senior,Full time,Machine Learning Engineer,US,Large,134500
1789,2022,Entry Level,Full time,AI Developer,IN,Large,300000
1790,2022,Entry Level,Full time,Machine Learning Engineer,CH,Small,56536
1791,2022,Entry Level,Full time,Data Engineer,NL,Large,59888
1792,2022,Entry Level,Part time,Data Analyst,US,Small,34320
1793,2022,Entry Level,Full time,Data Scientist,US,Medium,168000
1794,2022,Entry Level,Full time,Data Scientist,US,Medium,85000
1795,2022,Entry Level,Full time,Data Scientist,US,Medium,180000
1796,2022,Entry Level,Full time,Business Data Analyst,US,Large,48000
1797,2022,Entry Level,Full time,AI Developer,MK,Small,6304
1798,2022,Entry Level,Part time,Data Analyst,US,Large,25216
1799,2022,Entry Level,Full time,Data Scientist,US,Medium,100000
1800,2022,Entry Level,Full time,Data Scientist,US,Medium,130000
1801,2022,Entry Level,Full time,Applied Data Scientist,PK,Medium,40000
1802,2022,Entry Level,Full time,AI Programmer,AU,Medium,40000
1803,2022,Entry Level,Full time,Machine Learning Developer,AU,Medium,40000
1804,2022,Entry Level,Full time,Data Engineer,US,Medium,160000
1805,2022,Entry Level,Full time,Data Engineer,US,Medium,135000
1806,2022,Entry Level,Full time,Data Science Consultant,IT,Medium,24165
1807,2022,Entry Level,Full time,Data Engineer,US,Medium,85000
1808,2022,Entry Level,Full time,Data Engineer,US,Medium,65000
1809,2022,Entry Level,Full time,Product Data Analyst,US,Medium,100000
1810,2022,Entry Level,Full time,Machine Learning Software Engineer,MA,Small,10000
1811,2022,Entry Level,Full time,Data Analyst,US,Medium,55000
1812,2022,Entry Level,Full time,Data Analyst,US,Medium,48000
1815,2022,Entry Level,Full time,BI Data Analyst,DE,Large,60938
1816,2022,Entry Level,Full time,Data Analyst,US,Large,50000
1817,2022,Entry Level,Full time,Data Scientist,US,Medium,124234
1818,2022,Entry Level,Full time,Data Scientist,US,Medium,74540
1819,2022,Entry Level,Full time,AI Scientist,CA,Large,200000
1820,2022,Entry Level,Full time,Machine Learning Engineer,AR,Large,12000
1824,2022,Entry Level,Full time,Data Analytics Engineer,AR,Small,13000
1825,2022,Entry Level,Freelancer,Data Analytics Consultant,US,Small,50000
1826,2022,Entry Level,Full time,Machine Learning Engineer,US,Medium,189750
1827,2022,Entry Level,Full time,Machine Learning Engineer,US,Medium,140250
1830,2022,Entry Level,Full time,Machine Learning Research Engineer,DE,Large,66192
1831,2022,Entry Level,Full time,3D Computer Vision Researcher,CR,Small,50000
1832,2022,Entry Level,Full time,Data Science Consultant,ES,Large,27317
1833,2022,Entry Level,Freelancer,Machine Learning Engineer,IR,Medium,100000
1836,2022,Entry Level,Full time,Data Scientist,US,Medium,80000
1839,2022,Entry Level,Full time,Data Scientist,HU,Medium,17684
1840,2022,Entry Level,Part time,BI Analyst,US,Large,12000
1841,2022,Entry Level,Full time,Machine Learning Developer,DE,Small,33000
1842,2022,Entry Level,Full time,Machine Learning Scientist,DE,Small,34672
1843,2022,Entry Level,Full time,Data Manager,US,Medium,77300
1844,2022,Entry Level,Full time,Data Manager,US,Medium,45600
1845,2022,Entry Level,Full time,Data Engineer,GB,Medium,61566
1846,2022,Entry Level,Full time,Data Engineer,GB,Medium,49253
1847,2022,Entry Level,Full time,Data Analyst,US,Large,64000
1848,2022,Entry Level,Full time,Data Scientist,FR,Large,39925
1849,2022,Entry Level,Full time,BI Analyst,US,Large,76000
1850,2022,Entry Level,Part time,Data Analyst,US,Small,125404
1853,2022,Entry Level,Full time,Data Scientist,US,Large,80000
1854,2022,Entry Level,Full time,Data Scientist,CA,Large,73742
1855,2022,Entry Level,Full time,Data Scientist,GB,Large,33246
1856,2022,Entry Level,Full time,Machine Learning Engineer,US,Small,108000
1857,2022,Entry Level,Full time,BI Data Analyst,US,Large,57000
1858,2022,Entry Level,Full time,Data Analyst,US,Medium,20000
1859,2022,Entry Level,Full time,AI Scientist,US,Medium,50000
1860,2022,Entry Level,Full time,Data Specialist,US,Large,105000
1861,2022,Entry Level,Full time,Data Scientist,IN,Medium,22892
1862,2022,Entry Level,Full time,AI Scientist,ES,Medium,31520
1863,2022,Entry Level,Full time,BI Data Analyst,IN,Medium,8050
1864,2022,Entry Level,Full time,Business Data Analyst,AS,Large,50000
1865,2022,Entry Level,Full time,Data Scientist,US,Medium,93000
1866,2022,Entry Level,Full time,Data Scientist,US,Medium,73000
1867,2022,Entry Level,Full time,Data Analyst,BR,Large,7799
1868,2022,Entry Level,Full time,Data Scientist,DE,Medium,50000
1869,2022,Entry Level,Full time,Data Analyst,IN,Large,6359
1870,2022,Entry Level,Full time,Data Scientist,ES,Medium,31520
1871,2022,Entry Level,Full time,Data Analyst,US,Large,46000
1872,2022,Entry Level,Full time,Data Engineer,US,Large,80000
1873,2022,Entry Level,Full time,Data Scientist,US,Large,82000
1874,2022,Entry Level,Part time,Data Scientist,FR,Medium,110000
1875,2022,Entry Level,Full time,BI Data Analyst,BR,Large,6270
1876,2022,Entry Level,Full time,Machine Learning Engineer,GB,Small,55410
1877,2022,Entry Level,Full time,Data Analyst,AR,Large,50000
1878,2022,Entry Level,Full time,Data Scientist,BE,Large,84053
1879,2022,Entry Level,Full time,Machine Learning Engineer,US,Large,115000
1880,2022,Entry Level,Full time,Data Analyst,US,Large,150000
1881,2022,Entry Level,Full time,Applied Data Scientist,AT,Medium,50000
1882,2022,Entry Level,Full time,Data Analyst,US,Small,55000
1883,2022,Entry Level,Full time,Data Scientist,BE,Small,52008
1884,2022,Entry Level,Full time,Analytics Engineer,US,Large,130000
1885,2022,Entry Level,Full time,Machine Learning Engineer,GB,Large,30000
1886,2022,Entry Level,Full time,Data Analyst,FR,Medium,28368
1887,2022,Entry Level,Full time,Data Engineer,US,Large,129000
1888,2022,Entry Level,Full time,Data Engineer,US,Large,86000
1889,2022,Entry Level,Full time,Machine Learning Developer,US,Large,180000
1890,2022,Entry Level,Full time,Data Analyst,ID,Large,15000
1891,2022,Entry Level,Full time,Machine Learning Engineer,US,Large,83000
1892,2022,Entry Level,Full time,Machine Learning Engineer,GB,Large,35093
1894,2022,Entry Level,Full time,Data Engineer,GB,Medium,43096
1895,2022,Entry Level,Full time,Data Analyst,CA,Medium,67000
1896,2022,Entry Level,Full time,Data Analyst,CA,Medium,52000
1897,2022,Entry Level,Full time,Data Scientist,IN,Medium,17805
1898,2022,Entry Level,Full time,Data Engineer,US,Small,65000
1899,2022,Entry Level,Full time,Computer Vision Engineer,LU,Medium,10000
1900,2022,Entry Level,Full time,Data Scientist,CA,Large,51081
1901,2022,Entry Level,Full time,Data Scientist,MY,Large,40000
1902,2022,Entry Level,Full time,Data Scientist,AU,Medium,83171
1903,2022,Entry Level,Contractor,Applied Machine Learning Scientist,CZ,Medium,30469
1904,2022,Entry Level,Full time,Data Engineer,DE,Medium,55475
1905,2022,Entry Level,Full time,Research Scientist,US,Large,120000
1906,2022,Entry Level,Full time,Data Analytics Engineer,PK,Medium,20000
1907,2022,Entry Level,Full time,Computer Vision Software Engineer,AU,Small,150000
1908,2022,Entry Level,Part time,Data Scientist,DZ,Medium,100000
1909,2022,Entry Level,Full time,Financial Data Analyst,US,Large,100000
1910,2022,Entry Level,Full time,Data Engineer,US,Medium,120000
1911,2022,Entry Level,Full time,Computer Vision Engineer,US,Medium,125000
1912,2022,Entry Level,Full time,ML Engineer,PT,Large,21013
1913,2022,Experienced,Full time,Data Science Manager,RU,Large,106000
1914,2022,Experienced,Full time,Data Engineer,US,Medium,200000
1915,2022,Experienced,Full time,Data Engineer,US,Medium,145000
1916,2022,Experienced,Full time,Data Engineer,US,Medium,310000
1917,2022,Experienced,Full time,Data Engineer,US,Medium,239000
1918,2022,Experienced,Full time,Data Scientist,US,Medium,159000
1919,2022,Experienced,Full time,Data Scientist,US,Medium,130000
1922,2022,Experienced,Full time,Head of Data,US,Medium,205000
1923,2022,Experienced,Full time,Head of Data,US,Medium,160000
1924,2022,Experienced,Full time,Analytics Engineer,US,Medium,210000
1925,2022,Experienced,Full time,Analytics Engineer,US,Medium,157000
1926,2022,Experienced,Full time,Data Manager,CA,Large,125976
1927,2022,Experienced,Full time,Data Engineer,US,Medium,187200
1928,2022,Experienced,Full time,Data Engineer,US,Medium,116100
1929,2022,Experienced,Full time,Data Science Manager,US,Medium,222640
1930,2022,Experienced,Full time,Data Science Manager,US,Medium,182160
1931,2022,Experienced,Full time,Data Engineer,US,Medium,297500
1932,2022,Experienced,Full time,Data Engineer,US,Medium,260000
1933,2022,Experienced,Full time,Machine Learning Scientist,US,Small,200000
1934,2022,Experienced,Full time,Machine Learning Scientist,US,Small,180000
1935,2022,Experienced,Full time,AI Scientist,US,Small,200000
1936,2022,Experienced,Full time,Analytics Engineer,US,Medium,200000
1937,2022,Experienced,Full time,Analytics Engineer,US,Medium,150000
1938,2022,Experienced,Full time,Research Scientist,NL,Large,84053
1939,2022,Experienced,Full time,Data Science Manager,US,Medium,260500
1940,2022,Experienced,Full time,Data Science Manager,US,Medium,175100
1941,2022,Experienced,Full time,Lead Data Engineer,CA,Small,115222
1942,2022,Experienced,Full time,Head of Machine Learning,IN,Large,76309
1943,2022,Experienced,Full time,Data Engineer,US,Medium,242000
1945,2022,Experienced,Full time,Data Analyst,US,Medium,130000
1946,2022,Experienced,Full time,Data Analyst,US,Medium,110000
1947,2022,Experienced,Full time,Head of Data Science,US,Medium,224000
1948,2022,Experienced,Full time,Head of Data Science,US,Medium,167875
1949,2022,Experienced,Full time,Analytics Engineer,US,Medium,175000
1950,2022,Experienced,Full time,Analytics Engineer,US,Medium,135000
1951,2022,Experienced,Full time,Data Engineer,US,Medium,324000
1952,2022,Experienced,Full time,Data Engineer,US,Medium,216000
1953,2022,Experienced,Full time,Director of Data Science,CA,Large,192037
1954,2022,Mid Level,Full time,Machine Learning Engineer,IN,Large,20984
1955,2022,Mid Level,Full time,Data Scientist,DE,Medium,73546
1956,2022,Mid Level,Full time,Business Data Analyst,BR,Medium,9289
1957,2022,Mid Level,Full time,Research Scientist,IN,Large,23000
1958,2022,Mid Level,Full time,Data Scientist,US,Large,155000
1959,2022,Mid Level,Full time,Computer Vision Engineer,IN,Medium,15897
1960,2022,Mid Level,Full time,Data Scientist,US,Large,110000
1961,2022,Mid Level,Full time,Business Data Analyst,IN,Large,18314
1962,2022,Mid Level,Full time,Data Analyst,IN,Large,14307
1963,2022,Mid Level,Full time,Data Scientist,IN,Large,13989
1964,2022,Mid Level,Full time,Data Analyst,US,Medium,150000
1965,2022,Mid Level,Full time,Data Analyst,US,Medium,100000
1966,2022,Mid Level,Full time,Data Scientist,US,Medium,150000
1967,2022,Mid Level,Full time,Data Scientist,US,Medium,127500
1968,2022,Mid Level,Full time,Data Engineer,US,Medium,260000
1969,2022,Mid Level,Full time,Data Engineer,US,Medium,175000
1970,2022,Mid Level,Full time,Data Scientist,FR,Medium,94560
1971,2022,Mid Level,Full time,Data Scientist,FR,Medium,52533
1974,2022,Mid Level,Full time,Data Engineer,US,Medium,150000
1976,2022,Mid Level,Full time,Data Engineer,US,Medium,120000
1977,2022,Mid Level,Full time,Data Engineer,US,Medium,95000
1979,2022,Mid Level,Full time,Data Scientist,US,Medium,110000
1980,2022,Mid Level,Full time,Data Engineer,US,Medium,130000
1981,2022,Mid Level,Full time,Data Engineer,US,Medium,115000
1982,2022,Mid Level,Full time,Data Scientist,GB,Medium,92350
1983,2022,Mid Level,Full time,Data Scientist,GB,Medium,67723
1984,2022,Mid Level,Full time,Data Engineer,US,Medium,105000
1985,2022,Mid Level,Full time,Data Engineer,US,Medium,70000
1986,2022,Mid Level,Full time,Data Analyst,US,Medium,75000
1987,2022,Mid Level,Full time,Data Analyst,US,Medium,60000
1988,2022,Mid Level,Full time,Data Scientist,US,Medium,145000
1989,2022,Mid Level,Full time,Data Scientist,US,Medium,100000
1990,2022,Mid Level,Full time,Data Scientist,US,Medium,31795
1991,2022,Mid Level,Full time,NLP Engineer,PL,Small,44365
1992,2022,Mid Level,Full time,Data Engineer,GB,Medium,92350
1993,2022,Mid Level,Full time,Data Engineer,GB,Medium,73880
1994,2022,Mid Level,Full time,Data Engineer,US,Medium,160000
1996,2022,Mid Level,Full time,Data Engineer,IN,Large,35610
1999,2022,Mid Level,Full time,Analytics Engineer,US,Medium,122500
2000,2022,Mid Level,Full time,Analytics Engineer,US,Medium,100000
2001,2022,Mid Level,Full time,Computer Vision Engineer,FR,Small,58837
2002,2022,Mid Level,Full time,Data Analyst,US,Medium,102640
2003,2022,Mid Level,Full time,Data Analyst,US,Medium,66100
2005,2022,Mid Level,Full time,Data Engineer,US,Medium,80000
2006,2022,Mid Level,Full time,Data Engineer,US,Medium,187000
2007,2022,Mid Level,Full time,Data Engineer,US,Medium,153000
2008,2022,Mid Level,Full time,Data Analyst,GB,Medium,430967
2009,2022,Mid Level,Full time,Data Analyst,GB,Medium,55410
2012,2022,Mid Level,Full time,MLOps Engineer,US,Medium,134000
2013,2022,Mid Level,Full time,MLOps Engineer,US,Medium,124000
2015,2022,Mid Level,Full time,Data Analyst,US,Medium,65000
2018,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,130000
2019,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,90000
2020,2022,Mid Level,Full time,Machine Learning Researcher,US,Medium,150000
2021,2022,Mid Level,Full time,Machine Learning Researcher,US,Medium,100000
2022,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,230000
2023,2022,Mid Level,Full time,Machine Learning Engineer,US,Medium,150000
2024,2022,Mid Level,Full time,Machine Learning Researcher,US,Medium,130000
2026,2022,Mid Level,Full time,Data Scientist,US,Medium,180000
2027,2022,Mid Level,Full time,Data Scientist,US,Medium,120000
2028,2022,Mid Level,Full time,Data Scientist,FR,Medium,63040
2030,2022,Mid Level,Full time,Machine Learning Scientist,US,Medium,165000
2031,2022,Mid Level,Full time,Machine Learning Scientist,US,Medium,135000
2033,2022,Mid Level,Full time,Data Engineer,LT,Medium,110446
2034,2022,Mid Level,Full time,Data Engineer,LT,Medium,79178
2035,2022,Mid Level,Full time,Data Science Consultant,GB,Medium,70186
2036,2022,Mid Level,Full time,Data Science Consultant,GB,Medium,51716
2040,2022,Mid Level,Full time,Data Engineer,US,Medium,75000
2041,2022,Mid Level,Full time,Data Scientist,DE,Medium,64090
2042,2022,Mid Level,Full time,Data Scientist,DE,Medium,60938
2043,2022,Mid Level,Full time,Data Scientist,US,Medium,130000
2044,2022,Mid Level,Full time,Data Scientist,US,Medium,90000
2045,2022,Mid Level,Full time,Data Analyst,US,Medium,165000
2046,2022,Mid Level,Full time,Data Analyst,US,Medium,124000
2047,2022,Mid Level,Full time,Machine Learning Researcher,CA,Large,105236
2048,2022,Mid Level,Full time,Data Analyst,US,Medium,160000
2049,2022,Mid Level,Full time,Data Analyst,US,Medium,109000
2050,2022,Mid Level,Full time,Data Analyst,US,Medium,206000
2056,2022,Mid Level,Full time,Data Analyst,US,Large,80000
2057,2022,Mid Level,Full time,Data Analytics Manager,US,Medium,155000
2058,2022,Mid Level,Full time,Data Analytics Manager,US,Medium,140000
2062,2022,Mid Level,Full time,Data Engineer,US,Medium,90000
2063,2022,Mid Level,Full time,Data Specialist,US,Medium,165000
2064,2022,Mid Level,Full time,Data Specialist,US,Medium,135000
2065,2022,Mid Level,Full time,Deep Learning Engineer,GB,Medium,86193
2066,2022,Mid Level,Full time,Deep Learning Engineer,GB,Medium,49253
2067,2022,Mid Level,Full time,BI Data Analyst,FR,Medium,105066
2068,2022,Mid Level,Full time,Analytics Engineer,GB,Medium,104663
2069,2022,Mid Level,Full time,Analytics Engineer,GB,Medium,73880
2076,2022,Mid Level,Full time,Data Analyst,CA,Medium,100000
2077,2022,Mid Level,Full time,Data Analyst,CA,Medium,65000
2080,2022,Mid Level,Full time,Data Engineer,US,Medium,161000
2081,2022,Mid Level,Full time,Data Engineer,US,Medium,118000
2083,2022,Mid Level,Full time,Data Engineer,US,Medium,65000
2085,2022,Mid Level,Full time,Data Engineer,US,Medium,135000
2088,2022,Mid Level,Full time,Machine Learning Engineer,GB,Medium,104663
2089,2022,Mid Level,Full time,Machine Learning Engineer,GB,Medium,80036
2090,2022,Mid Level,Full time,Machine Learning Engineer,CH,Large,104697
2091,2022,Mid Level,Full time,Data Engineer,US,Medium,170000
2092,2022,Mid Level,Full time,Data Engineer,US,Medium,145000
2096,2022,Mid Level,Full time,Data Analyst,US,Medium,79000
2099,2022,Mid Level,Full time,Data Scientist Lead,AT,Large,89306
2106,2022,Mid Level,Full time,Data Scientist,US,Medium,85000
2107,2022,Mid Level,Full time,Data Scientist,US,Medium,78000
2110,2022,Mid Level,Full time,Data Scientist,GB,Medium,57872
2111,2022,Mid Level,Full time,Research Engineer,US,Medium,240000
2112,2022,Mid Level,Full time,ML Engineer,US,Medium,180000
2113,2022,Mid Level,Full time,ML Engineer,US,Medium,100000
2114,2022,Mid Level,Full time,Data Analyst,US,Medium,80000
2115,2022,Mid Level,Full time,Data Analyst,US,Medium,52500
2116,2022,Mid Level,Full time,Data Scientist,MX,Large,30000
2117,2022,Mid Level,Full time,Analytics Engineer,BR,Medium,78000
2118,2022,Mid Level,Full time,Analytics Engineer,BR,Medium,48000
2119,2022,Mid Level,Full time,Data Engineer,BR,Medium,78000
